
 displacements (vx,vy,vz) for set LEFT_LOWER_DATUM and time  0.1000000E+01
      1622   5 -5.866202E+01 -9.828158E+01 -8.933998E+00 -3.619496E+01  2.950177E+00 -1.327864E+00
      1622   6 -1.883208E+01 -3.325224E+01  5.097667E+00 -1.457891E+01  1.950221E+00 -4.631888E-01
      1622   7 -5.910943E+01 -9.067136E+01 -6.795948E+00 -3.393026E+01 -3.008393E+00  1.856098E+00
      1622   8 -1.950934E+01 -2.644179E+01  6.938884E+00 -1.238302E+01 -3.925371E+00  2.860455E+00
      1623   1 -5.135612E+01  3.226214E+00 -6.030478E+00 -5.217538E-01  1.437062E+00 -2.713590E+00
      1623   2 -1.878938E+01  5.429391E+01  2.325547E+00  1.787451E+01  4.417020E-01 -1.910392E+00
      1623   3 -5.203280E+01  9.289094E+00 -4.430485E+00  1.825529E+00 -4.155784E+00  5.738395E-01
      1623   4 -1.964063E+01  5.972342E+01  3.694383E+00  2.015476E+01 -5.078762E+00  1.484891E+00
      1623   5 -3.069610E+01 -1.342711E+01 -4.893309E+00  9.407696E+00  3.211715E+00 -1.028416E+00
      1623   6  1.137832E+00  3.859229E+01  3.877753E+00  2.735571E+01  2.255745E+00 -3.194995E-01
      1623   7 -3.109152E+01 -7.062834E+00 -3.093769E+00  1.154734E+01 -2.262317E+00  2.182317E+00
      1623   8  5.558674E-01  4.431032E+01  5.438834E+00  2.943769E+01 -3.151413E+00  3.002613E+00
      1624   1 -1.827559E+01  7.093984E+01 -4.418712E+00  3.799570E+01  1.780974E+00 -2.514535E+00
      1624   2  8.314406E+00  1.130228E+02  4.121888E-01  5.355085E+01  9.244337E-01 -1.795558E+00
      1624   3 -1.857961E+01  7.610145E+01 -2.957524E+00  4.018730E+01 -3.370143E+00  7.626618E-01
      1624   4  7.871807E+00  1.176822E+02  1.691858E+00  5.568846E+01 -4.167175E+00  1.569643E+00
      1624   5  1.081188E+00  5.627500E+01 -2.486116E+00  4.696478E+01  3.590920E+00 -9.728386E-01
      1624   6  2.706585E+01  9.917715E+01  2.742564E+00  6.214438E+01  2.776611E+00 -3.365918E-01
      1624   7  1.011655E+00  6.168412E+01 -8.568079E-01  4.898039E+01 -1.456127E+00  2.236507E+00
      1624   8  2.684856E+01  1.040743E+02  4.184814E+00  6.411337E+01 -2.215458E+00  2.963652E+00
      1625   1  1.707908E+01  1.285175E+02 -3.335529E+00  7.030506E+01  2.138912E+00 -2.157895E+00
      1625   2  3.948265E+01  1.644463E+02 -2.007969E-01  8.367480E+01  1.747246E+00 -1.248715E+00
      1625   3  1.795804E+01  1.330018E+02 -1.703227E+00  7.240512E+01 -2.444095E+00  9.919566E-01
      1625   4  4.026072E+01  1.685837E+02  1.307338E+00  8.573449E+01 -2.787309E+00  1.973533E+00
      1625   5  3.499706E+01  1.150788E+02 -9.039169E-01  7.869704E+01  3.981021E+00 -7.341203E-01
      1625   6  5.690772E+01  1.517388E+02  2.617967E+00  9.173915E+01  3.622433E+00  1.280702E-01
      1625   7  3.601885E+01  1.197054E+02  8.352975E-01  8.067500E+01 -5.123144E-01  2.355642E+00
      1625   8  5.782356E+01  1.560135E+02  4.230076E+00  9.368151E+01 -8.261588E-01  3.292505E+00
      1626   1 -8.492730E+01 -2.118711E+02 -1.870043E+01 -1.021211E+02  2.088802E+00 -1.853999E+00
      1626   2 -3.724218E+01 -1.249621E+02  5.761321E+00 -7.861844E+01  2.016625E+00 -1.649361E+00
      1626   3 -8.525363E+01 -2.112158E+02 -1.866094E+01 -1.020787E+02 -3.818848E+00 -2.384918E-03
      1626   4 -3.749616E+01 -1.243653E+02  5.813979E+00 -7.852086E+01 -3.806183E+00  3.712904E-01
      1626   5 -6.713467E+01 -2.331956E+02 -2.144960E+01 -8.503241E+01  2.453137E+00 -1.844252E+00
      1626   6 -2.026821E+01 -1.450120E+02  3.470780E+00 -6.244426E+01  2.430253E+00 -1.651446E+00
      1626   7 -6.733508E+01 -2.326243E+02 -2.137634E+01 -8.499270E+01 -3.309432E+00 -6.052696E-02
      1626   8 -2.040236E+01 -1.444940E+02  3.556884E+00 -6.234921E+01 -3.255430E+00  3.049671E-01
      1627   1 -7.099972E+01 -1.017202E+02 -9.137392E+00 -5.117611E+01  1.934197E+00 -1.504365E+00
      1627   2 -3.431332E+01 -3.475016E+01  5.790862E+00 -3.196234E+01  1.904566E+00 -1.360494E+00
      1627   3 -7.103062E+01 -1.010750E+02 -8.996686E+00 -5.105594E+01 -3.918071E+00  6.724457E-01
      1627   4 -3.427871E+01 -3.414017E+01  5.950220E+00 -3.179771E+01 -3.873316E+00  9.641918E-01
      1627   5 -5.326328E+01 -1.189642E+02 -1.011474E+01 -3.673705E+01  2.407846E+00 -1.519310E+00
      1627   6 -1.728061E+01 -5.098474E+01  5.246177E+00 -1.823044E+01  2.427527E+00 -1.384492E+00
      1627   7 -5.317930E+01 -1.183906E+02 -9.939632E+00 -3.661883E+01 -3.306186E+00  5.927318E-01
      1627   8 -1.713619E+01 -5.044220E+01  5.439565E+00 -1.806766E+01 -3.219098E+00  8.786161E-01
      1628   1 -4.944476E+01 -1.317653E+01 -3.996999E+00 -1.025147E+01  1.920097E+00 -1.284446E+00
      1628   2 -2.046537E+01  4.022283E+01  4.864011E+00  5.758806E+00  1.904270E+00 -1.177865E+00
      1628   3 -4.929183E+01 -1.256179E+01 -3.793567E+00 -1.006189E+01 -3.697215E+00  1.087612E+00
      1628   4 -2.025620E+01  4.081115E+01  5.085810E+00  5.984577E+00 -3.650674E+00  1.317651E+00
      1628   5 -3.233114E+01 -2.770229E+01 -3.757117E+00  2.391334E+00  2.492296E+00 -1.319910E+00
      1628   6 -3.944461E+00  2.653276E+01  5.512817E+00  1.783084E+01  2.525844E+00 -1.222230E+00
      1628   7 -3.207288E+01 -2.714903E+01 -3.519642E+00  2.578553E+00 -3.000211E+00  9.935498E-01
      1628   8 -3.634209E+00  2.706289E+01  5.768287E+00  1.805437E+01 -2.910150E+00  1.217358E+00
      1629   1 -2.376102E+01  6.020417E+01 -1.517843E+00  2.348509E+01  1.964475E+00 -1.134252E+00
      1629   2 -3.414270E-01  1.040596E+02  3.405433E+00  3.704436E+01  1.950464E+00 -1.035737E+00
      1629   3 -2.349357E+01  6.075506E+01 -1.282668E+00  2.374537E+01 -3.341843E+00  1.346108E+00
      1629   4 -2.712985E-02  1.045873E+02  3.656563E+00  3.733431E+01 -3.305201E+00  1.544285E+00
      1629   5 -7.568123E+00  4.750007E+01 -4.331111E-01  3.489649E+01  2.627556E+00 -1.190458E+00
      1629   6  1.535693E+01  9.207092E+01  4.872851E+00  4.797794E+01  2.662596E+00 -1.101616E+00
      1629   7 -7.205247E+00  4.799614E+01 -1.657676E-01  3.515416E+01 -2.570545E+00  1.238924E+00
      1629   8  1.576311E+01  9.254655E+01  5.155854E+00  4.826540E+01 -2.489608E+00  1.429591E+00
      1630   1  3.982921E+00  1.225841E+02 -6.425659E-01  5.191686E+01  2.036273E+00 -1.001044E+00
      1630   2  2.331676E+01  1.595615E+02  1.722879E+00  6.357033E+01  2.035034E+00 -8.979202E-01
      1630   3  4.376960E+00  1.230813E+02 -3.699669E-01  5.223265E+01 -2.931079E+00  1.524383E+00
      1630   4  2.374943E+01  1.600380E+02  2.008765E+00  6.391071E+01 -2.892995E+00  1.704197E+00
      1630   5  1.912857E+01  1.110952E+02  1.028155E+00  6.248218E+01  2.783368E+00 -1.079354E+00
      1630   6  3.804752E+01  1.486976E+02  3.739969E+00  7.372318E+01  2.830261E+00 -9.863447E-01
      1630   7  1.960659E+01  1.115401E+02  1.329155E+00  6.279620E+01 -2.095189E+00  1.404015E+00
      1630   8  3.856131E+01  1.491243E+02  4.054141E+00  7.406185E+01 -2.012667E+00  1.575388E+00
      1631   1 -8.501621E+01 -2.099099E+02 -1.763993E+01 -1.018468E+02  6.965292E-01 -3.802715E+00
      1631   2 -3.749267E+01 -1.234107E+02  6.204618E+00 -7.825635E+01  6.728255E-01 -3.057044E+00
      1631   3 -8.499277E+01 -2.079547E+02 -1.710490E+01 -1.012559E+02 -5.362514E+00 -1.834489E+00
      1631   4 -3.745298E+01 -1.216291E+02  6.701945E+00 -7.763149E+01 -5.297557E+00 -9.139702E-01
      1631   5 -6.701158E+01 -2.313735E+02 -2.034350E+01 -8.477240E+01  1.346698E+00 -3.455354E+00
      1631   6 -2.030625E+01 -1.435805E+02  3.984737E+00 -6.209567E+01  1.355570E+00 -2.719860E+00
      1631   7 -6.685809E+01 -2.294639E+02 -1.976149E+01 -8.421046E+01 -4.560581E+00 -1.560502E+00
      1631   8 -2.014285E+01 -1.418414E+02  4.528006E+00 -6.149820E+01 -4.471347E+00 -6.463028E-01
      1632   1 -7.096045E+01 -1.001936E+02 -8.890670E+00 -5.082348E+01  5.011954E-01 -2.508214E+00
      1632   2 -3.436156E+01 -3.350114E+01  5.620361E+00 -3.153780E+01  5.496948E-01 -1.970801E+00
      1632   3 -7.050795E+01 -9.820578E+01 -8.200618E+00 -5.030877E+01 -5.448518E+00 -2.281018E-01
      1632   4 -3.388119E+01 -3.162871E+01  6.294000E+00 -3.099251E+01 -5.323676E+00  4.594954E-01
      1632   5 -5.301250E+01 -1.175401E+02 -9.780585E+00 -3.639538E+01  1.243733E+00 -2.186271E+00
      1632   6 -1.711921E+01 -4.982468E+01  5.178647E+00 -1.781631E+01  1.328416E+00 -1.652642E+00
      1632   7 -5.243853E+01 -1.155930E+02 -9.044633E+00 -3.590330E+01 -4.564115E+00  2.514710E-02
      1632   8 -1.652275E+01 -4.799032E+01  5.897257E+00 -1.729255E+01 -4.410240E+00  7.122642E-01
      1633   1 -4.936606E+01 -1.199879E+01 -4.299439E+00 -9.805865E+00  8.356818E-01 -1.743560E+00
      1633   2 -2.036758E+01  4.126326E+01  4.426498E+00  6.262955E+00  8.871387E-01 -1.338158E+00
      1633   3 -4.872628E+01 -1.008431E+01 -3.557929E+00 -9.296124E+00 -4.803663E+00  7.005748E-01
      1633   4 -1.970261E+01  4.308429E+01  5.157085E+00  6.797589E+00 -4.689027E+00  1.229695E+00
      1633   5 -3.204619E+01 -2.659944E+01 -3.947210E+00  2.825907E+00  1.651354E+00 -1.431580E+00
      1633   6 -3.643850E+00  2.750756E+01  5.196284E+00  1.832447E+01  1.741479E+00 -1.030519E+00
      1633   7 -3.129392E+01 -2.471797E+01 -3.160980E+00  3.314343E+00 -3.861613E+00  9.511113E-01
      1633   8 -2.870991E+00  2.929756E+01  5.970725E+00  1.883875E+01 -3.714231E+00  1.478621E+00
      1634   1 -2.360577E+01  6.112372E+01 -2.011960E+00  2.405165E+01  1.358842E+00 -1.258333E+00
      1634   2 -1.281106E-01  1.049043E+02  2.900932E+00  3.765814E+01  1.389424E+00 -8.861020E-01
      1634   3 -2.292251E+01  6.283310E+01 -1.302123E+00  2.462800E+01 -3.935366E+00  1.278155E+00
      1634   4  5.717612E-01  1.065286E+02  3.599242E+00  3.825276E+01 -3.853482E+00  1.750314E+00
      1634   5 -7.218490E+00  4.836234E+01 -8.026050E-01  3.545195E+01  2.235204E+00 -9.545599E-01
      1634   6  1.576251E+01  9.286673E+01  4.501795E+00  4.858109E+01  2.304478E+00 -5.895773E-01
      1634   7 -6.437360E+00  5.004284E+01 -5.221783E-02  3.600773E+01 -2.949305E+00  1.528213E+00
      1634   8  1.655660E+01  9.446381E+01  5.239988E+00  4.915601E+01 -2.833538E+00  1.995339E+00
      1635   1  4.301939E+00  1.233098E+02 -1.188071E+00  5.258762E+01  1.936239E+00 -8.466137E-01
      1635   2  2.362604E+01  1.601654E+02  1.039203E+00  6.427889E+01  1.974489E+00 -4.552076E-01
      1635   3  5.069633E+00  1.247997E+02 -5.029563E-01  5.324148E+01 -3.050071E+00  1.750102E+00
      1635   4  2.440040E+01  1.615769E+02  1.711099E+00  6.494426E+01 -2.970985E+00  2.220688E+00
      1635   5  1.962645E+01  1.117744E+02  6.189041E-01  6.314411E+01  2.858863E+00 -5.525838E-01
      1635   6  3.853921E+01  1.492673E+02  3.211807E+00  7.442324E+01  2.932828E+00 -1.704545E-01
      1635   7  2.046885E+01  1.132321E+02  1.335628E+00  6.378045E+01 -2.034680E+00  1.998202E+00
      1635   8  3.938577E+01  1.506483E+02  3.915031E+00  7.507178E+01 -1.923708E+00  2.461272E+00
      1636   1 -8.428448E+01 -2.054090E+02 -1.517852E+01 -1.006077E+02 -3.729416E-01 -5.392986E+00
      1636   2 -3.736537E+01 -1.198679E+02  7.156725E+00 -7.696691E+01 -3.711607E-01 -4.086407E+00
      1636   3 -8.394234E+01 -2.019853E+02 -1.410694E+01 -9.942790E+01 -6.790480E+00 -3.207115E+00
      1636   4 -3.706839E+01 -1.167469E+02  8.134443E+00 -7.577620E+01 -6.692771E+00 -1.713041E+00
      1636   5 -6.605770E+01 -2.269409E+02 -1.780902E+01 -8.359456E+01  5.614425E-01 -4.647997E+00
      1636   6 -1.994673E+01 -1.400804E+02  5.057274E+00 -6.086418E+01  5.778330E-01 -3.350067E+00
      1636   7 -6.557665E+01 -2.235162E+02 -1.667280E+01 -8.247394E+01 -5.691526E+00 -2.544074E+00
      1636   8 -1.951762E+01 -1.369577E+02  6.097691E+00 -5.972953E+01 -5.588169E+00 -1.054427E+00
      1637   1 -7.040422E+01 -9.654999E+01 -8.355566E+00 -4.979640E+01 -5.306602E-01 -3.212654E+00
      1637   2 -3.409021E+01 -3.041287E+01  5.370508E+00 -3.046302E+01 -4.602923E-01 -2.351799E+00
      1637   3 -6.954801E+01 -9.299419E+01 -7.071798E+00 -4.891126E+01 -6.651171E+00 -7.793396E-01
      1637   4 -3.324901E+01 -2.707609E+01  6.594350E+00 -2.956170E+01 -6.501623E+00  2.354336E-01
      1637   5 -5.221088E+01 -1.139228E+02 -9.096206E+00 -3.541829E+01  4.724498E-01 -2.492754E+00
      1637   6 -1.660180E+01 -4.674870E+01  5.100339E+00 -1.678909E+01  5.682671E-01 -1.634918E+00
      1637   7 -5.120982E+01 -1.103592E+02 -7.744565E+00 -3.458527E+01 -5.500929E+00 -1.329003E-01
      1637   8 -1.562228E+01 -4.340398E+01  6.390050E+00 -1.593733E+01 -5.333333E+00  8.823260E-01
      1638   1 -4.898243E+01 -8.981762E+00 -4.772780E+00 -8.815006E+00  1.946957E-01 -2.104373E+00
      1638   2 -2.002886E+01  4.400922E+01  3.744933E+00  7.292649E+00  2.226455E-01 -1.489781E+00
      1638   3 -4.803683E+01 -5.603542E+00 -3.497264E+00 -8.010209E+00 -5.465312E+00  4.284442E-01
      1638   4 -1.909473E+01  4.720110E+01  4.970855E+00  8.110640E+00 -5.373302E+00  1.166719E+00
      1638   5 -3.141533E+01 -2.357919E+01 -4.235680E+00  3.769052E+00  1.246515E+00 -1.390702E+00
      1638   6 -3.061380E+00  3.026429E+01  4.709189E+00  1.930859E+01  1.306141E+00 -7.827180E-01
      1638   7 -3.033005E+01 -2.018481E+01 -2.892626E+00  4.523021E+00 -4.285494E+00  1.077817E+00
      1638   8 -1.993383E+00  3.347210E+01  6.000741E+00  2.007805E+01 -4.167796E+00  1.812297E+00
      1639   1 -2.324760E+01  6.362513E+01 -2.773712E+00  2.516152E+01  1.115898E+00 -1.464006E+00
      1639   2  2.813084E-01  1.072644E+02  2.188317E+00  3.879540E+01  1.120916E+00 -8.817169E-01
      1639   3 -2.228875E+01  6.660548E+01 -1.596335E+00  2.604280E+01 -4.131618E+00  1.128917E+00
      1639   4  1.223029E+00  1.100813E+02  3.320711E+00  3.968332E+01 -4.074642E+00  1.811092E+00
      1639   5 -6.633837E+00  5.087944E+01 -1.369206E+00  3.651691E+01  2.204299E+00 -7.569880E-01
      1639   6  1.639658E+01  9.524954E+01  3.994013E+00  4.967532E+01  2.240452E+00 -1.841503E-01
      1639   7 -5.560502E+00  5.387151E+01 -1.344861E-01  3.735227E+01 -2.932111E+00  1.779523E+00
      1639   8  1.744840E+01  9.807809E+01  5.182331E+00  5.051923E+01 -2.848859E+00  2.454527E+00
      1640   1  4.851507E+00  1.253821E+02 -1.947037E+00  5.384929E+01  2.027923E+00 -8.367227E-01
      1640   2  2.411843E+01  1.620219E+02  1.142234E-01  6.555588E+01  2.077573E+00 -1.684605E-01
      1640   3  5.944504E+00  1.279355E+02 -8.414186E-01  5.485587E+01 -2.965812E+00  1.842991E+00
      1640   4  2.518604E+01  1.644342E+02  1.178752E+00  6.656139E+01 -2.873009E+00  2.594342E+00
      1640   5  2.036678E+01  1.138626E+02  6.188014E-02  6.436850E+01  3.134481E+00 -1.362719E-01
      1640   6  3.923037E+01  1.511546E+02  2.516966E+00  7.566442E+01  3.209070E+00  5.226395E-01
      1640   7  2.153304E+01  1.164109E+02  1.206615E+00  6.533862E+01 -1.760692E+00  2.492693E+00
      1640   8  4.036876E+01  1.535624E+02  3.619962E+00  7.663490E+01 -1.646987E+00  3.236581E+00
      1641   1 -8.287887E+01 -1.981120E+02 -1.152408E+01 -9.834054E+01 -7.807037E-01 -6.191712E+00
      1641   2 -3.713435E+01 -1.142225E+02  8.126499E+00 -7.469037E+01 -7.587955E-01 -4.324947E+00
      1641   3 -8.212463E+01 -1.927708E+02 -9.753437E+00 -9.654958E+01 -7.832559E+00 -3.647705E+00
      1641   4 -3.649572E+01 -1.093387E+02  9.737121E+00 -7.291445E+01 -7.704581E+00 -1.575267E+00
      1641   5 -6.440607E+01 -2.196212E+02 -1.403643E+01 -8.144388E+01  4.294237E-01 -4.932523E+00
      1641   6 -1.945190E+01 -1.343825E+02  6.211121E+00 -5.869794E+01  4.461443E-01 -3.072778E+00
      1641   7 -6.349421E+01 -2.142175E+02 -1.217522E+01 -7.975023E+01 -6.439914E+00 -2.481853E+00
      1641   8 -1.866338E+01 -1.294387E+02  7.909074E+00 -5.701410E+01 -6.327012E+00 -4.117112E-01
      1642   1 -6.985198E+01 -9.058751E+01 -8.034801E+00 -4.814361E+01 -5.735561E-01 -3.390778E+00
      1642   2 -3.386313E+01 -2.517117E+01  4.915891E+00 -2.878841E+01 -7.053831E-01 -2.391510E+00
      1642   3 -6.907413E+01 -8.510993E+01 -6.194959E+00 -4.693084E+01 -6.835358E+00 -8.012089E-01
      1642   4 -3.316141E+01 -2.008862E+01  6.625029E+00 -2.757646E+01 -6.885813E+00  3.533795E-01
      1642   5 -5.133993E+01 -1.078683E+02 -8.540146E+00 -3.387614E+01  6.683520E-01 -2.155864E+00
      1642   6 -1.606007E+01 -4.140803E+01  4.896472E+00 -1.521969E+01  5.587278E-01 -1.176554E+00
      1642   7 -5.034812E+01 -1.022846E+02 -6.581901E+00 -3.277110E+01 -5.442373E+00  3.561079E-01
      1642   8 -1.515428E+01 -3.622393E+01  6.719554E+00 -1.411019E+01 -5.478204E+00  1.494406E+00
      1643   1 -4.880248E+01 -3.871017E+00 -5.464526E+00 -7.297456E+00  3.830456E-01 -2.356481E+00
      1643   2 -1.992466E+01  4.870227E+01  2.861293E+00  8.827355E+00  9.792780E-02 -1.652924E+00
      1643   3 -4.830727E+01  1.011184E+00 -3.869114E+00 -6.154261E+00 -5.270033E+00  2.636410E-01
      1643   4 -1.949739E+01  5.323538E+01  4.341486E+00  9.968144E+00 -5.490464E+00  1.089313E+00
      1643   5 -3.091258E+01 -1.834897E+01 -4.662486E+00  5.178167E+00  1.656652E+00 -1.153042E+00
      1643   6 -2.641630E+00  3.507874E+01  4.095593E+00  2.073976E+01  1.403435E+00 -4.789740E-01
      1643   7 -3.020849E+01 -1.335221E+01 -2.949498E+00  6.214835E+00 -3.867353E+00  1.400278E+00
      1643   8 -2.014442E+00  3.972169E+01  5.689164E+00  2.177882E+01 -4.061901E+00  2.199405E+00
      1644   1 -2.296901E+01  6.796142E+01 -3.695336E+00  2.679386E+01  1.348091E+00 -1.823397E+00
      1644   2  5.551864E-01  1.113156E+02  1.265878E+00  4.043470E+01  1.149470E+00 -1.156459E+00
      1644   3 -2.216360E+01  7.230365E+01 -2.151319E+00  2.796494E+01 -3.846379E+00  8.315686E-01
      1644   4  1.301377E+00  1.153791E+02  2.717872E+00  4.159999E+01 -3.992411E+00  1.597587E+00
      1644   5 -6.077203E+00  5.532502E+01 -2.032494E+00  3.805447E+01  2.646230E+00 -6.577488E-01
      1644   6  1.694473E+01  9.941336E+01  3.337492E+00  5.122380E+01  2.477398E+00 -1.465945E-02
      1644   7 -5.110409E+00  5.975123E+01 -3.958008E-01  3.913800E+01 -2.435922E+00  1.938330E+00
      1644   8  1.784595E+01  1.035577E+02  4.879219E+00  5.230522E+01 -2.557060E+00  2.682882E+00
      1645   1  5.568988E+00  1.289822E+02 -2.754022E+00  5.573084E+01  2.265425E+00 -1.136505E+00
      1645   2  2.490517E+01  1.654760E+02 -4.824248E-01  6.743107E+01  2.248493E+00 -2.188005E-01
      1645   3  6.795302E+00  1.326291E+02 -1.275772E+00  5.711474E+01 -2.622630E+00  1.580011E+00
      1645   4  2.607219E+01  1.689073E+02  9.226492E-01  6.880159E+01 -2.594932E+00  2.582668E+00
      1645   5  2.128741E+01  1.175404E+02 -5.037714E-01  6.617773E+01  3.570270E+00  4.156064E-03
      1645   6  4.022486E+01  1.546958E+02  2.181464E+00  7.747012E+01  3.570343E+00  9.088944E-01
      1645   7  2.259836E+01  1.212216E+02  1.028170E+00  6.750013E+01 -1.215575E+00  2.666068E+00
      1645   8  4.147355E+01  1.581605E+02  3.638907E+00  7.878153E+01 -1.175032E+00  3.657748E+00
      1646   1 -8.171207E+01 -1.875729E+02 -7.750899E+00 -9.510556E+01  1.004745E+00 -5.080436E+00
      1646   2 -3.754629E+01 -1.059442E+02  8.452635E+00 -7.149184E+01  4.154927E-01 -3.270217E+00
      1646   3 -8.191341E+01 -1.792970E+02 -5.386030E+00 -9.294941E+01 -6.838792E+00 -2.083968E+00
      1646   4 -3.797771E+01 -9.848524E+01  1.051667E+01 -6.937929E+01 -7.310835E+00 -5.106434E-02
      1646   5 -6.290152E+01 -2.088929E+02 -1.004737E+01 -7.841718E+01  2.440476E+00 -3.052929E+00
      1646   6 -1.951116E+01 -1.258920E+02  6.818551E+00 -5.569654E+01  1.849555E+00 -1.295783E+00
      1646   7 -6.279095E+01 -2.003554E+02 -7.483625E+00 -7.646690E+01 -5.201215E+00 -1.616206E-01
      1646   8 -1.964661E+01 -1.181847E+02  9.072577E+00 -5.377882E+01 -5.685801E+00  1.823630E+00
      1647   1 -7.079080E+01 -8.194396E+01 -8.481530E+00 -4.587965E+01  1.435461E+00 -3.069290E+00
      1647   2 -3.480953E+01 -1.717696E+01  4.580935E+00 -2.653680E+01  3.809422E-01 -2.202338E+00
      1647   3 -7.201170E+01 -7.453321E+01 -6.657457E+00 -4.421838E+01 -4.698398E+00 -4.401054E-01
      1647   4 -3.622408E+01 -1.052194E+01  6.130660E+00 -2.490630E+01 -5.672513E+00  5.749784E-01
      1647   5 -5.179881E+01 -9.891287E+01 -8.623754E+00 -3.184185E+01  2.878594E+00 -1.136472E+00
      1647   6 -1.654894E+01 -3.311612E+01  4.909371E+00 -1.318649E+01  1.857620E+00 -3.569942E-01
      1647   7 -5.264405E+01 -9.118288E+01 -6.569481E+00 -3.040593E+01 -3.106100E+00  1.413996E+00
      1647   8 -1.760566E+01 -2.615695E+01  6.679325E+00 -1.177030E+01 -4.054095E+00  2.345475E+00
      1648   1 -4.986372E+01  3.754044E+00 -5.839413E+00 -5.143696E+00  1.643632E+00 -2.586790E+00
      1648   2 -2.116070E+01  5.560246E+01  2.190714E+00  1.096824E+01  6.336950E-01 -1.879725E+00
      1648   3 -5.096521E+01  1.000470E+01 -4.309111E+00 -3.524486E+00 -3.999448E+00  1.150248E-01
      1648   4 -2.241802E+01  6.124452E+01  3.501619E+00  1.256120E+01 -4.944371E+00  9.408320E-01
      1648   5 -3.152132E+01 -1.041848E+01 -4.691883E+00  7.114296E+00  3.121324E+00 -7.892184E-01
      1648   6 -3.440724E+00  4.227543E+01  3.766323E+00  2.267283E+01  2.150735E+00 -1.637877E-01
      1648   7 -3.229615E+01 -3.890621E+00 -2.960088E+00  8.536536E+00 -2.392046E+00  1.843594E+00
