
 displacements (vx,vy,vz) for set LEFT_LOWER_DATUM and time  0.1000000E+01
      1592   1 -9.048120E+01 -8.283798E+01 -8.708227E+00 -5.244929E+01 -1.049002E+00 -2.960853E+00
      1592   2 -4.454265E+01 -1.978413E+01  5.259830E+00 -2.776959E+01 -1.111973E+00 -1.989507E+00
      1592   3 -8.896561E+01 -7.747468E+01 -6.689059E+00 -5.034785E+01 -7.168170E+00  9.346717E-01
      1592   4 -4.311388E+01 -1.486031E+01  7.134325E+00 -2.572241E+01 -7.132909E+00  2.033670E+00
      1592   5 -6.685112E+01 -1.052900E+02 -9.088326E+00 -4.385997E+01  6.168902E-01 -1.922271E+00
      1592   6 -2.188402E+01 -4.095078E+01  5.331921E+00 -1.960093E+01  5.916731E-01 -9.910097E-01
      1592   7 -6.516666E+01 -9.979626E+01 -6.948239E+00 -4.189953E+01 -5.377501E+00  1.879961E+00
      1592   8 -2.029353E+01 -3.590171E+01  7.324074E+00 -1.768785E+01 -5.310862E+00  2.943374E+00
      1593   1 -5.209202E+01 -5.213392E+00 -5.808164E+00  3.115259E-01 -2.453512E-02 -2.191126E+00
      1593   2 -1.505691E+01  4.535332E+01  3.198864E+00  2.072671E+01 -2.629697E-01 -1.465619E+00
      1593   3 -5.085362E+01 -5.214777E-01 -4.049993E+00  2.298311E+00 -5.519206E+00  1.594615E+00
      1593   4 -1.389825E+01  4.965776E+01  4.829058E+00  2.266314E+01 -5.679924E+00  2.419383E+00
      1593   5 -2.982393E+01 -2.431298E+01 -4.987416E+00  7.699722E+00  1.709175E+00 -1.223742E+00
      1593   6  6.393205E+00  2.730338E+01  4.419685E+00  2.778136E+01  1.515598E+00 -5.496432E-01
      1593   7 -2.842073E+01 -1.947998E+01 -3.107987E+00  9.550690E+00 -3.679794E+00  2.482354E+00
      1593   8  7.710223E+00  3.174349E+01  6.168008E+00  2.958809E+01 -3.800686E+00  3.259313E+00
      1594   1 -1.198571E+01  5.975948E+01 -3.805909E+00  4.271210E+01  1.001372E+00 -1.911880E+00
      1594   2  1.840519E+01  1.014249E+02  1.609673E+00  5.996573E+01  8.564815E-01 -1.235294E+00
      1594   3 -1.042608E+01  6.387015E+01 -2.104147E+00  4.457616E+01 -4.023897E+00  1.801579E+00
      1594   4  1.990331E+01  1.052331E+02  3.213761E+00  6.178994E+01 -4.105622E+00  2.558249E+00
      1594   5  8.831718E+00  4.287757E+01 -2.197349E+00  4.935544E+01  2.795856E+00 -1.022463E+00
      1594   6  3.854122E+01  8.544009E+01  3.594785E+00  6.633091E+01  2.697331E+00 -3.887940E-01
      1594   7  1.052357E+01  4.709334E+01 -3.960705E-01  5.110611E+01 -2.138291E+00  2.621342E+00
      1594   8  4.016692E+01  8.934991E+01  5.296336E+00  6.804647E+01 -2.177749E+00  3.337998E+00
      1595   1  2.854839E+01  1.155985E+02 -2.714543E+00  7.751074E+01  2.032840E+00 -1.481719E+00
      1595   2  5.376809E+01  1.506464E+02 -1.890713E-01  9.236241E+01  2.106041E+00 -5.968951E-01
      1595   3  3.057242E+01  1.189592E+02 -1.078188E+00  7.938971E+01 -2.681363E+00  2.222265E+00
      1595   4  5.574583E+01  1.537915E+02  1.379995E+00  9.421144E+01 -2.554699E+00  3.175361E+00
      1595   5  4.791941E+01  1.001685E+02 -5.741457E-01  8.371676E+01  3.880319E+00 -6.512761E-01
      1595   6  7.258029E+01  1.360162E+02  2.328449E+00  9.832614E+01  3.994769E+00  2.096934E-01
      1595   7  5.002173E+01  1.035731E+02  1.126620E+00  8.551393E+01 -7.523434E-01  2.988888E+00
      1595   8  7.463411E+01  1.392044E+02  3.961346E+00  1.000966E+02 -5.879168E-01  3.920521E+00
      1596   1 -1.224731E+02 -1.680764E+02 -8.560893E+00 -1.149995E+02  4.097695E-01 -5.105330E+00
      1596   2 -6.590445E+01 -8.932569E+01  8.908403E+00 -8.454226E+01 -3.858038E-02 -3.252296E+00
      1596   3 -1.215419E+02 -1.602531E+02 -6.005570E+00 -1.112919E+02 -7.295432E+00 -4.442547E-01
      1596   4 -6.524116E+01 -8.235776E+01  1.114348E+01 -8.097503E+01 -7.600935E+00  1.594201E+00
      1596   5 -9.747846E+01 -1.953667E+02 -1.061374E+01 -1.047877E+02  2.394260E+00 -3.269590E+00
      1596   6 -4.202698E+01 -1.149352E+02  7.479592E+00 -7.487697E+01  1.956894E+00 -1.486743E+00
      1596   7 -9.631876E+01 -1.872334E+02 -7.860163E+00 -1.013065E+02 -5.141686E+00  1.263266E+00
      1596   8 -4.114600E+01 -1.076724E+02  9.905671E+00 -7.152405E+01 -5.445407E+00  3.238209E+00
      1597   1 -9.016152E+01 -7.466495E+01 -9.167754E+00 -4.837885E+01  9.807865E-01 -3.264405E+00
      1597   2 -4.425716E+01 -1.233195E+01  4.898256E+00 -2.382138E+01 -2.122535E-02 -2.202040E+00
      1597   3 -9.032389E+01 -6.774227E+01 -7.179422E+00 -4.509948E+01 -4.998949E+00  6.569016E-01
      1597   4 -4.466343E+01 -6.211800E+00  6.585732E+00 -2.067338E+01 -5.904115E+00  1.839921E+00
      1597   5 -6.616708E+01 -9.676707E+01 -9.220093E+00 -4.007086E+01  2.999791E+00 -1.559135E+00
      1597   6 -2.125007E+01 -3.316381E+01  5.286632E+00 -1.592027E+01  2.030929E+00 -6.095556E-01
      1597   7 -6.605816E+01 -8.946875E+01 -7.007258E+00 -3.703370E+01 -2.856250E+00  2.267337E+00
      1597   8 -2.139721E+01 -2.668532E+01  7.190220E+00 -1.300262E+01 -3.734447E+00  3.342290E+00
      1598   1 -5.190432E+01  1.821548E+00 -6.215547E+00  4.126882E+00  1.211434E+00 -2.833203E+00
      1598   2 -1.508270E+01  5.158938E+01  2.453860E+00  2.443367E+01  2.417403E-01 -1.932894E+00
      1598   3 -5.201157E+01  7.523857E+00 -4.553841E+00  7.136678E+00 -4.260327E+00  1.042821E+00
      1598   4 -1.538825E+01  5.664341E+01  3.873890E+00  2.733529E+01 -5.152189E+00  2.038720E+00
      1598   5 -2.929267E+01 -1.693304E+01 -5.080229E+00  1.125188E+01  3.275881E+00 -1.309025E+00
      1598   6  6.700640E+00  3.387398E+01  3.987173E+00  3.123698E+01  2.345217E+00 -5.162776E-01
      1598   7 -2.916583E+01 -1.090380E+01 -3.220833E+00  1.404961E+01 -2.089318E+00  2.484615E+00
      1598   8  6.619618E+00  3.924119E+01  5.598317E+00  3.393612E+01 -2.947110E+00  3.376769E+00
      1599   1 -1.130893E+01  6.559854E+01 -4.511706E+00  4.626061E+01  1.565322E+00 -2.673250E+00
      1599   2  1.886300E+01  1.065848E+02  5.196932E-01  6.342834E+01  7.325682E-01 -1.870055E+00
      1599   3 -1.108299E+01  7.040042E+01 -2.998566E+00  4.899936E+01 -3.463278E+00  1.139878E+00
      1599   4  1.893321E+01  1.108737E+02  1.843904E+00  6.608118E+01 -4.232277E+00  2.020518E+00
      1599   5  9.797303E+00  4.899498E+01 -2.620395E+00  5.268293E+01  3.671023E+00 -1.316279E+00
      1599   6  3.928205E+01  9.087303E+01  2.790464E+00  6.958176E+01  2.881657E+00 -6.083938E-01
      1599   7  1.021892E+01  5.406549E+01 -9.396215E-01  5.524115E+01 -1.264905E+00  2.424421E+00
      1599   8  3.954066E+01  9.542018E+01  4.277408E+00  7.206162E+01 -1.994580E+00  3.212875E+00
      1600   1  3.031556E+01  1.202114E+02 -3.368393E+00  8.098328E+01  1.947413E+00 -2.363712E+00
      1600   2  5.581241E+01  1.552156E+02 -9.584428E-02  9.577237E+01  1.592289E+00 -1.428462E+00
      1600   3  3.169676E+01  1.243736E+02 -1.679454E+00  8.345838E+01 -2.519572E+00  1.259914E+00
      1600   4  5.708738E+01  1.590274E+02  1.467110E+00  9.818829E+01 -2.822874E+00  2.258602E+00
      1600   5  4.987777E+01  1.049380E+02 -1.007413E+00  8.703059E+01  4.095467E+00 -1.146735E+00
      1600   6  7.480769E+01  1.407353E+02  2.632090E+00  1.015836E+02  3.780718E+00 -2.682401E-01
      1600   7  5.138094E+01  1.092561E+02  7.911024E-01  8.937748E+01 -2.926212E-01  2.413314E+00
      1600   8  7.620063E+01  1.446976E+02  4.302158E+00  1.038763E+02 -5.588804E-01  3.357692E+00
      1601   1 -1.055237E+02 -2.034846E+02 -1.955956E+01 -1.151004E+02  2.003195E+00 -1.994788E+00
      1601   2 -5.188565E+01 -1.173227E+02  5.920867E+00 -8.780014E+01  1.933189E+00 -1.784391E+00
      1601   3 -1.059051E+02 -2.027617E+02 -1.952326E+01 -1.150010E+02 -3.894403E+00  4.587026E-01
      1601   4 -5.216750E+01 -1.166748E+02  5.974715E+00 -8.764608E+01 -3.869496E+00  8.245693E-01
      1601   5 -8.435608E+01 -2.280061E+02 -2.215638E+01 -1.007803E+02  2.437352E+00 -2.044513E+00
      1601   6 -3.172008E+01 -1.404011E+02  3.768066E+00 -7.424630E+01  2.426758E+00 -1.853722E+00
      1601   7 -8.460065E+01 -2.273761E+02 -2.208239E+01 -1.007101E+02 -3.326451E+00  3.329054E-01
      1601   8 -3.187156E+01 -1.398402E+02  3.859623E+00 -7.411992E+01 -3.249525E+00  6.832852E-01
      1602   1 -8.169112E+01 -9.831986E+01 -9.472666E+00 -5.482851E+01  1.846891E+00 -1.630454E+00
      1602   2 -4.029397E+01 -3.206053E+01  6.082174E+00 -3.268329E+01  1.817180E+00 -1.486012E+00
      1602   3 -8.172069E+01 -9.763809E+01 -9.325489E+00 -5.465371E+01 -3.984879E+00  1.137623E+00
      1602   4 -4.023666E+01 -3.142886E+01  6.251152E+00 -3.246462E+01 -3.931577E+00  1.417586E+00
      1602   5 -6.117844E+01 -1.183360E+02 -1.036808E+01 -4.284023E+01  2.411716E+00 -1.722056E+00
      1602   6 -2.062570E+01 -5.093622E+01  5.604388E+00 -2.128214E+01  2.441575E+00 -1.595079E+00
      1602   7 -6.108306E+01 -1.177321E+02 -1.018157E+01 -4.269131E+01 -3.293097E+00  9.737393E-01
      1602   8 -2.044876E+01 -5.037776E+01  5.812652E+00 -2.108808E+01 -3.186695E+00  1.239829E+00
      1603   1 -5.213957E+01 -1.344693E+01 -4.025194E+00 -7.407839E+00  1.830287E+00 -1.411844E+00
      1603   2 -1.931187E+01  3.931666E+01  5.233016E+00  1.097075E+01  1.813515E+00 -1.305336E+00
      1603   3 -5.194178E+01 -1.282455E+01 -3.808772E+00 -7.164646E+00 -3.753947E+00  1.521024E+00
      1603   4 -1.903987E+01  3.990091E+01  5.470920E+00  1.124970E+01 -3.700851E+00  1.740950E+00
      1603   5 -3.263773E+01 -3.044958E+01 -3.751826E+00  3.034611E+00  2.514091E+00 -1.541140E+00
      1603   6 -5.153136E-01  2.325669E+01  5.902697E+00  2.094177E+01  2.556964E+00 -1.451871E+00
      1603   7 -3.232543E+01 -2.989396E+01 -3.496053E+00  3.254109E+00 -2.955308E+00  1.326209E+00
      1603   8 -1.332258E-01  2.377792E+01  6.179904E+00  2.119810E+01 -2.848015E+00  1.531915E+00
      1604   1 -1.983923E+01  5.719288E+01 -1.353724E+00  3.096753E+01  1.873228E+00 -1.268148E+00
      1604   2  6.815266E+00  1.005015E+02  3.839131E+00  4.651734E+01  1.858851E+00 -1.168600E+00
      1604   3 -1.949134E+01  5.772599E+01 -1.100280E+00  3.127963E+01 -3.385542E+00  1.734867E+00
      1604   4  7.225740E+00  1.010027E+02  4.111891E+00  4.685895E+01 -3.342674E+00  1.926608E+00
      1604   5 -1.499291E+00  4.222668E+01 -2.613004E-01  4.037798E+01  2.667480E+00 -1.434514E+00
      1604   6  2.456727E+01  8.634199E+01  5.305771E+00  5.553376E+01  2.712431E+00 -1.352650E+00
      1604   7 -1.047366E+00  4.270004E+01  2.978351E-02  4.066842E+01 -2.491087E+00  1.511140E+00
      1604   8  2.507811E+01  8.678665E+01  5.616189E+00  5.585462E+01 -2.393359E+00  1.687664E+00
      1605   1  1.349126E+01  1.175108E+02 -3.324850E-01  6.278398E+01  1.947379E+00 -1.142775E+00
      1605   2  3.560600E+01  1.540250E+02  2.241665E+00  7.616088E+01  1.947632E+00 -1.038069E+00
      1605   3  1.399693E+01  1.179727E+02 -3.520357E-02  6.314691E+01 -2.954530E+00  1.864102E+00
      1605   4  3.616456E+01  1.544602E+02  2.555956E+00  7.654869E+01 -2.909042E+00  2.040851E+00
      1605   5  3.062626E+01  1.039178E+02  1.334240E+00  7.150872E+01  2.844698E+00 -1.346519E+00
      1605   6  5.224759E+01  1.411382E+02  4.252934E+00  8.454501E+01  2.903520E+00 -1.259465E+00
      1605   7  3.122458E+01  1.043225E+02  1.665515E+00  7.185273E+01 -1.973784E+00  1.612343E+00
      1605   8  5.289583E+01  1.415191E+02  4.601380E+00  8.491463E+01 -1.873262E+00  1.773382E+00
      1606   1 -1.056488E+02 -2.013968E+02 -1.846062E+01 -1.146888E+02  5.026353E-01 -3.707705E+00
      1606   2 -5.214601E+01 -1.156913E+02  6.368158E+00 -8.730410E+01  5.050775E-01 -2.972674E+00
      1606   3 -1.055558E+02 -1.993855E+02 -1.789458E+01 -1.139357E+02 -5.543722E+00 -1.112273E+00
      1606   4 -5.201829E+01 -1.138713E+02  6.897949E+00 -8.652444E+01 -5.442493E+00 -2.170837E-01
      1606   5 -8.425373E+01 -2.260718E+02 -2.100611E+01 -1.004278E+02  1.254663E+00 -3.416491E+00
      1606   6 -3.175417E+01 -1.389041E+02  4.289550E+00 -7.380630E+01  1.299607E+00 -2.698086E+00
      1606   7 -8.402850E+01 -2.241118E+02 -2.039073E+01 -9.972732E+01 -4.652425E+00 -9.029347E-01
      1606   8 -3.150041E+01 -1.371317E+02  4.868109E+00 -7.307640E+01 -4.516368E+00 -2.003933E-02
      1607   1 -8.162447E+01 -9.673843E+01 -9.235074E+00 -5.434793E+01  3.337680E-01 -2.408669E+00
      1607   2 -4.029163E+01 -3.079507E+01  5.880691E+00 -3.213380E+01  3.996709E-01 -1.891204E+00
      1607   3 -8.106235E+01 -9.469795E+01 -8.500936E+00 -5.368785E+01 -5.590846E+00  4.806010E-01
      1607   4 -3.968744E+01 -2.888862E+01  6.598330E+00 -3.144915E+01 -5.439929E+00  1.135364E+00
      1607   5 -6.088724E+01 -1.168687E+02 -1.003969E+01 -4.241159E+01  1.197916E+00 -2.158387E+00
      1607   6 -2.040172E+01 -4.977117E+01  5.508177E+00 -2.078204E+01  1.310552E+00 -1.652827E+00
      1607   7 -6.019980E+01 -1.148712E+02 -9.255287E+00 -4.179677E+01 -4.596846E+00  6.544266E-01
      1607   8 -1.967752E+01 -4.790482E+01  6.275528E+00 -2.014044E+01 -4.405805E+00  1.300999E+00
      1608   1 -5.197965E+01 -1.228014E+01 -4.367045E+00 -6.838857E+00  6.911605E-01 -1.699146E+00
      1608   2 -1.910997E+01  4.031853E+01  4.746034E+00  1.159593E+01  7.560087E-01 -1.310624E+00
      1608   3 -5.119760E+01 -1.033663E+01 -3.576532E+00 -6.192414E+00 -4.910587E+00  1.315479E+00
      1608   4 -1.829025E+01  4.215390E+01  5.526211E+00  1.226249E+01 -4.775107E+00  1.817365E+00
      1608   5 -3.226081E+01 -2.936875E+01 -3.979965E+00  3.555996E+00  1.650313E+00 -1.475675E+00
      1608   6 -1.006409E-01  2.418202E+01  5.537273E+00  2.152151E+01  1.764461E+00 -1.099617E+00
      1608   7 -3.136212E+01 -2.745974E+01 -3.139717E+00  4.160865E+00 -3.835571E+00  1.470461E+00
      1608   8  8.311870E-01  2.598523E+01  6.366679E+00  2.214836E+01 -3.656288E+00  1.962962E+00
      1609   1 -1.955311E+01  5.804436E+01 -1.904031E+00  3.165148E+01  1.240564E+00 -1.285932E+00
      1609   2  7.179486E+00  1.012571E+02  3.270188E+00  4.724703E+01  1.285965E+00 -9.239331E-01
      1609   3 -1.869572E+01  5.975058E+01 -1.143046E+00  3.235489E+01 -4.002992E+00  1.779422E+00
      1609   4  8.065425E+00  1.028692E+02  4.021756E+00  4.796530E+01 -3.899830E+00  2.233470E+00
      1609   5 -1.009834E+00  4.300900E+01 -6.879600E-01  4.101844E+01  2.282780E+00 -1.086470E+00
      1609   6  2.513167E+01  8.703665E+01  4.867806E+00  5.622179E+01  2.377539E+00 -7.388395E-01
      1609   7 -5.012988E-02  4.468441E+01  1.187308E-01  4.168391E+01 -2.859766E+00  1.918747E+00
      1609   8  2.611631E+01  8.861992E+01  5.664744E+00  5.690369E+01 -2.711742E+00  2.360942E+00
      1610   1  1.398425E+01  1.181239E+02 -9.523709E-01  6.355994E+01  1.858771E+00 -9.489871E-01
      1610   2  3.610095E+01  1.544945E+02  1.461086E+00  7.697456E+01  1.918130E+00 -5.630314E-01
      1610   3  1.496157E+01  1.195883E+02 -2.099304E-01  6.432498E+01 -3.062047E+00  2.139024E+00
      1610   4  3.709787E+01  1.558779E+02  2.194646E+00  7.774985E+01 -2.956043E+00  2.598818E+00
      1610   5  3.130627E+01  1.044704E+02  8.459698E-01  7.224709E+01  2.970842E+00 -7.727026E-01
      1610   6  5.293149E+01  1.415588E+02  3.620337E+00  8.532257E+01  3.077329E+00 -4.013853E-01
      1610   7  3.236510E+01  1.058996E+02  1.625727E+00  7.298008E+01 -1.863654E+00  2.263344E+00
      1610   8  5.400736E+01  1.429090E+02  4.391224E+00  8.606705E+01 -1.714157E+00  2.710522E+00
      1611   1 -1.047306E+02 -1.967933E+02 -1.589588E+01 -1.131240E+02 -6.582339E-01 -5.129858E+00
      1611   2 -5.183810E+01 -1.121115E+02  7.344728E+00 -8.570458E+01 -6.052968E-01 -3.850913E+00
      1611   3 -1.041833E+02 -1.933440E+02 -1.476179E+01 -1.116600E+02 -7.062764E+00 -2.271873E+00
      1611   4 -5.132705E+01 -1.089840E+02  8.383183E+00 -8.424486E+01 -6.903297E+00 -8.217562E-01
      1611   5 -8.311688E+01 -2.215488E+02 -1.837375E+01 -9.896407E+01  4.176961E-01 -4.441060E+00
      1611   6 -3.121885E+01 -1.353800E+02  5.377904E+00 -7.230241E+01  4.951946E-01 -3.176303E+00
      1611   7 -8.243774E+01 -2.180999E+02 -1.717380E+01 -9.757987E+01 -5.836422E+00 -1.674207E+00
      1611   8 -3.058207E+01 -1.322520E+02  6.480834E+00 -7.091820E+01 -5.660644E+00 -2.335563E-01
      1612   1 -8.087471E+01 -9.304046E+01 -8.697662E+00 -5.302523E+01 -7.575681E-01 -2.967929E+00
      1612   2 -3.982261E+01 -2.770363E+01  5.591223E+00 -3.077656E+01 -6.558345E-01 -2.139487E+00
      1612   3 -7.979791E+01 -8.943216E+01 -7.336351E+00 -5.187535E+01 -6.849128E+00  9.768944E-02
      1612   4 -3.875525E+01 -2.433730E+01  6.888700E+00 -2.962398E+01 -6.659240E+00  1.066763E+00
      1612   5 -5.989524E+01 -1.132057E+02 -9.360905E+00 -4.117746E+01  4.061508E-01 -2.318673E+00
      1612   6 -1.969002E+01 -4.670074E+01  5.381816E+00 -1.950904E+01  5.434673E-01 -1.501614E+00
      1612   7 -5.867891E+01 -1.095870E+02 -7.928416E+00 -4.010061E+01 -5.550870E+00  6.652376E-01
      1612   8 -1.848913E+01 -4.332360E+01  6.748940E+00 -1.842590E+01 -5.332234E+00  1.626833E+00
      1613   1 -5.137774E+01 -9.275744E+00 -4.892662E+00 -5.568971E+00  9.134278E-03 -1.968487E+00
      1613   2 -1.854168E+01  4.301739E+01  3.994104E+00  1.289391E+01  5.974224E-02 -1.375142E+00
      1613   3 -5.019353E+01 -5.867562E+00 -3.538617E+00 -4.512323E+00 -5.609543E+00  1.142551E+00
      1613   4 -1.736373E+01  4.622090E+01  5.295885E+00  1.395226E+01 -5.487450E+00  1.848936E+00
      1613   5 -3.141510E+01 -2.636926E+01 -4.329682E+00  4.743611E+00  1.243660E+00 -1.342707E+00
      1613   6  7.076080E-01  2.688344E+01  4.970039E+00  2.274092E+01  1.335811E+00 -7.645829E-01
      1613   7 -3.009582E+01 -2.294132E+01 -2.904116E+00  5.730683E+00 -4.257982E+00  1.696835E+00
      1613   8  2.015278E+00  3.010657E+01  6.341843E+00  2.373285E+01 -4.099889E+00  2.391169E+00
      1614   1 -1.893653E+01  6.046164E+01 -2.745794E+00  3.301718E+01  9.731571E-01 -1.451654E+00
      1614   2  7.859675E+00  1.035105E+02  2.465398E+00  4.863244E+01  1.003918E+00 -8.823722E-01
      1614   3 -1.771335E+01  6.343180E+01 -1.491974E+00  3.412292E+01 -4.222327E+00  1.671487E+00
      1614   4  9.072628E+00  1.063069E+02  3.674407E+00  4.973662E+01 -4.133376E+00  2.332212E+00
      1614   5 -1.701733E-01  4.543143E+01 -1.346244E+00  4.230977E+01  2.267318E+00 -8.488578E-01
      1614   6  2.603199E+01  8.930135E+01  4.253736E+00  5.753594E+01  2.339584E+00 -2.960611E-01
      1614   7  1.165473E+00  4.841560E+01 -3.054267E-02  4.335399E+01 -2.826539E+00  2.211520E+00
      1614   8  2.735338E+01  9.211177E+01  5.523578E+00  5.858117E+01 -2.700595E+00  2.858336E+00
      1615   1  1.483854E+01  1.200551E+02 -1.817249E+00  6.504096E+01  1.952010E+00 -9.450315E-01
      1615   2  3.690187E+01  1.561885E+02  3.962030E-01  7.846784E+01  2.039328E+00 -2.878816E-01
      1615   3  1.623167E+01  1.225680E+02 -6.314416E-01  6.623160E+01 -2.979765E+00  2.233957E+00
      1615   4  3.828035E+01  1.585601E+02  1.545311E+00  7.965379E+01 -2.843765E+00  2.967598E+00
      1615   5  3.235043E+01  1.064018E+02  1.661047E-01  7.366661E+01  3.290422E+00 -3.617455E-01
      1615   6  5.392762E+01  1.432658E+02  2.763036E+00  8.675675E+01  3.414757E+00  2.821999E-01
      1615   7  3.382036E+01  1.089090E+02  1.396625E+00  7.480888E+01 -1.550960E+00  2.760594E+00
      1615   8  5.538052E+01  1.456325E+02  3.956530E+00  8.789621E+01 -1.381726E+00  3.483166E+00
      1616   1 -1.028995E+02 -1.894574E+02 -1.208582E+01 -1.103096E+02 -1.122407E+00 -5.895893E+00
      1616   2 -5.122090E+01 -1.065119E+02  8.346344E+00 -8.291034E+01 -1.022653E+00 -4.074835E+00
      1616   3 -1.017928E+02 -1.841504E+02 -1.022680E+01 -1.080848E+02 -8.160765E+00 -2.610974E+00
      1616   4 -5.023046E+01 -1.016818E+02  1.004082E+01 -8.072451E+01 -7.942712E+00 -6.013142E-01
      1616   5 -8.106559E+01 -2.142004E+02 -1.446717E+01 -9.630050E+01  2.824111E-01 -4.699969E+00
      1616   6 -3.036272E+01 -1.297380E+02  6.542131E+00 -6.965090E+01  3.874964E-01 -2.890794E+00
      1616   7 -7.981806E+01 -2.088262E+02 -1.251697E+01 -9.418981E+01 -6.588511E+00 -1.519209E+00
      1616   8 -2.923797E+01 -1.248434E+02  8.325212E+00 -6.757312E+01 -6.374262E+00  4.838695E-01
      1617   1 -7.995955E+01 -8.706171E+01 -8.373762E+00 -5.084157E+01 -8.221353E-01 -3.170770E+00
      1617   2 -3.924217E+01 -2.250184E+01  5.095900E+00 -2.859903E+01 -9.187262E-01 -2.184659E+00
      1617   3 -7.885098E+01 -8.157372E+01 -6.435833E+00 -4.916684E+01 -7.051027E+00  6.929187E-02
      1617   4 -3.821494E+01 -1.743500E+01  6.895128E+00 -2.695110E+01 -7.056735E+00  1.197669E+00
      1617   5 -5.868705E+01 -1.071381E+02 -8.821217E+00 -3.913951E+01  6.344131E-01 -2.012606E+00
      1617   6 -1.881899E+01 -4.140245E+01  5.119502E+00 -1.747007E+01  5.676141E-01 -1.055738E+00
      1617   7 -5.738622E+01 -1.015336E+02 -6.764032E+00 -3.759024E+01 -5.455849E+00  1.140900E+00
      1617   8 -1.760808E+01 -3.622401E+01  7.034123E+00 -1.594146E+01 -5.438775E+00  2.244168E+00
      1618   1 -5.083295E+01 -4.217684E+00 -5.637265E+00 -3.545586E+00  1.760162E-01 -2.267698E+00
      1618   2 -1.807377E+01  4.761816E+01  3.036651E+00  1.491024E+01 -8.621374E-02 -1.552750E+00
      1618   3 -5.000581E+01  6.338304E-01 -3.953227E+00 -1.960607E+00 -5.432168E+00  9.344058E-01
      1618   4 -1.731984E+01  5.209816E+01  4.598427E+00  1.646958E+01 -5.622326E+00  1.760632E+00
      1618   5 -3.057152E+01 -2.119258E+01 -4.826771E+00  6.627124E+00  1.682762E+00 -1.159408E+00
      1618   6  1.467732E+00  3.160439E+01  4.265027E+00  2.462370E+01  1.458916E+00 -4.841555E-01
      1618   7 -2.955642E+01 -1.621478E+01 -3.023544E+00  8.089682E+00 -3.807475E+00  1.968501E+00
      1618   8  2.401881E+00  3.620570E+01  5.942328E+00  2.606615E+01 -3.964799E+00  2.758345E+00
      1619   1 -1.826427E+01  6.466887E+01 -3.749336E+00  3.509104E+01  1.181066E+00 -1.860214E+00
      1619   2  8.530327E+00  1.074074E+02  1.445919E+00  5.069609E+01  1.010245E+00 -1.186586E+00
      1619   3 -1.711474E+01  6.895118E+01 -2.119564E+00  3.663046E+01 -3.959970E+00  1.324336E+00
      1619   4  9.619985E+00  1.113973E+02  2.980564E+00  5.221344E+01 -4.072230E+00  2.087993E+00
      1619   5  7.613989E-01  4.974331E+01 -2.109932E+00  4.426259E+01  2.731128E+00 -8.082131E-01
      1619   6  2.695764E+01  9.330505E+01  3.479318E+00  5.948362E+01  2.598374E+00 -1.669124E-01
      1619   7  2.058931E+00  5.411870E+01 -3.842753E-01  4.570096E+01 -2.307753E+00  2.311206E+00
      1619   8  2.818975E+01  9.738481E+01  5.107340E+00  6.090415E+01 -2.386462E+00  3.045210E+00
      1620   1  1.599837E+01  1.234583E+02 -2.729844E+00  6.727382E+01  2.169251E+00 -1.297126E+00
      1620   2  3.813682E+01  1.594342E+02 -3.254568E-01  8.068668E+01  2.201566E+00 -3.903133E-01
      1620   3  1.760196E+01  1.270071E+02 -1.165296E+00  6.893029E+01 -2.661337E+00  1.914267E+00
      1620   4  3.968832E+01  1.627684E+02  1.169416E+00  8.232240E+01 -2.579412E+00  2.898034E+00
      1620   5  3.370355E+01  1.098690E+02 -5.283415E-01  7.580741E+01  3.750073E+00 -2.848993E-01
      1620   6  5.535758E+01  1.465823E+02  2.272587E+00  8.888712E+01  3.811501E+00  6.053756E-01
      1620   7  3.538997E+01  1.134553E+02  1.095026E+00  7.739295E+01 -9.883126E-01  2.866462E+00
      1620   8  5.698923E+01  1.499529E+02  3.825319E+00  9.045467E+01 -8.811105E-01  3.835902E+00
      1621   1 -1.010686E+02 -1.790126E+02 -8.150941E+00 -1.061872E+02  7.103710E-01 -5.099824E+00
      1621   2 -5.103200E+01 -9.841978E+01  8.692367E+00 -7.887462E+01  1.921648E-01 -3.265370E+00
      1621   3 -1.007755E+02 -1.708722E+02 -5.685899E+00 -1.032263E+02 -7.114403E+00 -1.278677E+00
      1621   4 -5.098487E+01 -9.111991E+01  1.084665E+01 -7.600494E+01 -7.500687E+00  7.616432E-01
      1621   5 -7.894661E+01 -2.035635E+02 -1.034356E+01 -9.241403E+01  2.422391E+00 -3.147269E+00
      1621   6 -2.986657E+01 -1.214296E+02  7.147441E+00 -6.583848E+01  1.908862E+00 -1.373395E+00
      1621   7 -7.838211E+01 -1.951387E+02 -7.680107E+00 -8.967152E+01 -5.215260E+00  5.555105E-01
      1621   8 -2.956149E+01 -1.138594E+02  9.492045E+00 -6.317554E+01 -5.606987E+00  2.541386E+00
      1622   1 -8.035676E+01 -7.853161E+01 -8.827767E+00 -4.763884E+01  1.216654E+00 -3.169901E+00
      1622   2 -3.965841E+01 -1.466360E+01  4.745846E+00 -2.546233E+01  1.829442E-01 -2.205813E+00
      1622   3 -8.112902E+01 -7.126766E+01 -6.917032E+00 -4.513711E+01 -4.879211E+00  1.019711E-01
      1622   4 -4.064542E+01 -8.183314E+00  6.368942E+00 -2.304101E+01 -5.823094E+00  1.201395E+00
